197	5.02976	120331
19	3.90232	18201
41	4.847	32190
29	3.62741	23132
110	3.91385	67842
63	2.66929	39617
22	4.95099	22088
104	3.59419	63454
249	3.59645	142753
33	2.77733	23413
17	3.42293	16213
27	3.35004	21529
77	4.19824	50400
49	2.49404	31353
27	2.48713	19300
23	2.27265	16798
21	4.11063	19348
75	3.97066	48490
39	5.06125	31365
36	3.28045	26025
25	2.94535	19157
195	3.62861	113503
138	2.94621	80885
158	4.54392	94629
40	3.93404	29786
43	3.36299	29724
77	5.2362	52266
79	3.93208	50795
18	3.65809	17419
639	4.63834	357638
49	4.69755	36158
21	3.47304	18178
294	3.83749	166737
52	3.3929	35237
25	4.09437	21767
22	2.39143	16663
98	3.89922	61617
16	2.74256	13857
21	3.05742	18116
25	4.57215	23013
21	3.87692	19437
67	3.98559	44043
46	4.18172	33484
297	4.06312	168743
22	4.5767	20975
22	3.85397	19280
94	3.8805	58772
102	3.50804	62105
51	3.57059	34397
35	2.58803	23657
31	2.56564	21429
13	2.63084	12173
20	4.0873	18929
28	2.16745	19397
224	4.07679	129228
18	3.96561	17797
22	4.41639	22582
41	2.96334	28670
72	2.8635	45212
25	2.40401	18749
12	2.56788	11418
22	4.73355	31821
63	4.82626	54229
16	3.31805	18327
24	4.44861	26619
161	4.53612	118138
15	3.31642	17554
74	3.3558	49359
99	2.08079	59365
21	4.34798	20469
15	3.04999	14141
116	3.91183	71962
34	4.1031	26670
71	3.50218	45600
13	2.53938	11625
21	4.52716	20776
17	3.3127	15527
23	4.56057	21727
137	3.12389	79615
218	3.97044	125325
33	4.64294	27541
232	3.81241	132251
95	3.81319	58561
142	2.46249	81206
59	1.46015	34603
69	3.59782	44029
35	3.19703	25336
44	4.07584	31819
24	4.47139	21905
94	4.66454	60431
32	3.24146	23581
21	4.7399	20930
19	4.49612	19215
40	4.19922	30144
133	3.41817	78868
72	3.07641	44410
25	4.01885	21620
19	2.04786	13857
18	3.20562	16494
168	4.11292	98810
34	5.25138	29182
55	2.61861	34507
77	2.30086	45623
21	4.42994	20268
403	4.46085	227852
55	3.71466	37140
24	5.02094	23029
8	1.56898	6859
21	3.07254	18662
23	4.95958	23793
27	3.56647	21604
22	4.56182	20835
16	2.85855	13935
97	2.13005	56409
25	5.17951	24285
97	4.01112	60106
20	4.41164	19868
38	1.78314	23577
25	3.70156	21003
57	5.00567	40902
26	5.58736	25462
15	3.3226	14489
42	3.46942	29657
24	4.86097	22539
53	3.41552	35463
29	4.06507	23651
63	4.74937	43716
21	3.25913	17587
17	3.4022	16688
13	2.52213	11969
11	2.38029	11145
16	3.37379	19906
30	4.5764	32255
38	4.26559	36052
54	1.85864	39983
96	3.78288	72615
23	3.99231	27511
104	3.14534	76051
26	4.10823	27319
18	2.80819	18532
30	4.20516	31176
27	5.06395	30082
20	4.29733	24402
28	3.3025	27563
84	3.97947	64414
26	5.54521	32104
18	3.50773	19925
23	4.42815	26416
222	4.15899	156968
22	4.01272	23897
29	4.11384	29138
18	2.87504	19158
31	2.41179	26695
12	2.73106	14577
202	4.01145	142986
30	3.91358	28907
74	4.31969	59086
33	3.42033	30440
26	3.27349	24889
191	4.25083	136724
35	3.05456	30113
104	4.32706	78085
33	3.60433	31487
14	3.20986	17640
11	2.08917	10663
10	1.82919	10738
24	4.1003	26740
21	4.64921	25307
55	3.73032	45572
102	5.15022	79162
22	2.37088	19933
366	4.4673	251731
52	2.98092	40527
20	4.11606	23505
13	2.23478	13776
90	4.75403	71279
45	3.7403	37466
23	2.36396	20324
19	3.78501	22544
274	4.2213	193218
18	3.44265	20446
23	4.58705	26390
19	3.65687	22325
283	4.12256	194621
21	2.27214	18253
20	3.38905	24507
47	4.34431	42309
182	3.55377	127263
26	4.51143	29478
14	2.72642	15514
20	3.86204	22473
18	2.23253	16654
83	4.44184	66163
127	3.58962	90833
81	4.37699	62456
22	3.86182	24978
19	3.59578	22968
15	3.03706	18898
21	3.92799	24149
43	4.38106	38765
50	4.3765	43627
20	1.9614	17641
20	3.02764	21001
29	2.87463	26531
15	3.36884	16699
193	2.38764	132607
16	3.56088	19399
17	3.6559	17610
93	4.09135	60326
21	3.76953	19026
20	4.33998	19610
113	3.69647	68880
13	2.62488	11781
167	4.44012	101126
60	4.00439	40777
29	5.39114	27150
15	3.16035	14404
19	4.16871	18860
56	5.12005	40400
22	3.79589	19343
78	3.8896	50219
31	4.70497	26614
24	4.40586	21905
20	3.52996	17909
10	1.85187	8448
57	3.72228	42040
49	3.15362	33094
18	3.76283	17185
68	3.18749	43071
17	3.65453	16568
29	3.16363	28482
38	2.93482	32531
18	3.66027	21198
73	5.01109	61423
17	3.8131	20089
17	3.91673	21589
